id,title,description,skills,location,duration,organization
687,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Gurgaon,4 months,Analytics Hub
688,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Chennai,2 months,DataWorks
689,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Lucknow,2 months,DesignStudios
690,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Jaipur,1 month,MobileWorks
691,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Dehradun,1 month,College Labs
692,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Goa,6 months,Analytics Hub
693,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Goa,5 weeks,DataWorks
694,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Lucknow,1 month,DataWorks
695,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Pune,6 months,CodeCrafters
696,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Bhubaneswar,6 months,College Labs
697,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Hyderabad,3 months,MarketCo
698,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Chennai,2 months,Tech Startup
699,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Kolkata,2 months,Analytics Hub
700,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Hyderabad,3 months,Analytics Hub
701,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Bhubaneswar,4 months,MobileWorks
702,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Noida,1 month,MarketCo
703,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Kolkata,4 months,MarketCo
704,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Delhi,4 months,DesignStudios
705,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Chennai,6 months,DesignStudios
706,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Noida,1 month,FinLabs
707,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Noida,4 months,Tech Startup
708,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Gurgaon,5 weeks,MarketCo
709,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Lucknow,2 months,DesignStudios
710,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Gurgaon,3 months,DesignStudios
711,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Pune,6 months,CodeCrafters
712,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Dehradun,5 weeks,MarketCo
713,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Jaipur,4 months,FinLabs
714,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Gurgaon,3 months,Tech Startup
715,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Lucknow,1 month,College Labs
716,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Delhi,5 weeks,WebSolutions
717,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Chennai,1 month,FinLabs
718,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Hyderabad,5 weeks,FinLabs
719,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Delhi,1 month,CodeCrafters
720,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Kolkata,5 weeks,College Labs
721,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Delhi,2 months,Tech Startup
722,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Mumbai,2 months,Tech Startup
723,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Ahmedabad,1 month,Tech Startup
724,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Dehradun,3 months,DesignStudios
725,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Bhubaneswar,4 months,MarketCo
726,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Chennai,5 weeks,WebSolutions
727,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Noida,5 weeks,Tech Startup
728,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Jaipur,3 months,WebSolutions
729,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Dehradun,4 months,DesignStudios
730,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Goa,4 months,FinLabs
731,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Kolkata,5 weeks,DesignStudios
732,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Chennai,3 months,MobileWorks
733,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Bhubaneswar,6 months,CodeCrafters
734,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Mumbai,4 months,FinLabs
735,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Dehradun,2 months,College Labs
736,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Goa,2 months,FinLabs
737,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Bhubaneswar,4 months,DesignStudios
738,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Dehradun,3 months,MobileWorks
739,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Ahmedabad,5 weeks,DesignStudios
740,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Chennai,3 months,MarketCo
741,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Dehradun,3 months,Analytics Hub
742,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Bengaluru,3 months,WebSolutions
743,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Jaipur,4 months,DesignStudios
744,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Bengaluru,5 weeks,WebSolutions
745,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Ahmedabad,5 weeks,DesignStudios
746,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Bengaluru,5 weeks,WebSolutions
747,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Kolkata,6 months,Tech Startup
748,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Delhi,1 month,DataWorks
749,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Mumbai,4 months,Tech Startup
750,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Gurgaon,5 weeks,MarketCo
751,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Bengaluru,5 weeks,CodeCrafters
752,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Bhubaneswar,4 months,College Labs
753,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Kolkata,4 months,MobileWorks
754,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Dehradun,6 months,MarketCo
755,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Lucknow,4 months,DataWorks
756,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Pune,1 month,Tech Startup
757,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Noida,4 months,FinLabs
758,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Hyderabad,5 weeks,MarketCo
759,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Delhi,1 month,Tech Startup
760,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Mumbai,2 months,DesignStudios
761,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Pune,3 months,Tech Startup
762,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Jaipur,6 months,MobileWorks
763,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Kolkata,2 months,DataWorks
764,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Kolkata,6 months,MarketCo
765,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Chennai,2 months,CodeCrafters
766,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Delhi,2 months,DataWorks
767,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Hyderabad,4 months,MarketCo
768,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Noida,6 months,MobileWorks
769,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Chennai,4 months,WebSolutions
770,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Delhi,4 months,CodeCrafters
771,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Pune,2 months,Analytics Hub
772,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Mumbai,2 months,MarketCo
773,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Jaipur,5 weeks,Tech Startup
774,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Gurgaon,2 months,College Labs
775,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Delhi,3 months,DataWorks
776,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Jaipur,3 months,College Labs
777,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Mumbai,5 weeks,Tech Startup
778,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Kolkata,5 weeks,DataWorks
779,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Gurgaon,2 months,DesignStudios
780,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Delhi,3 months,College Labs
781,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Mumbai,5 weeks,MarketCo
782,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Bhubaneswar,2 months,DesignStudios
783,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Pune,4 months,College Labs
784,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Lucknow,4 months,Tech Startup
785,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Bengaluru,1 month,FinLabs
786,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Hyderabad,5 weeks,CodeCrafters
787,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Chennai,2 months,MobileWorks
788,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Ahmedabad,2 months,DataWorks
789,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Chennai,5 weeks,DataWorks
790,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Gurgaon,3 months,Tech Startup
791,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Jaipur,4 months,Tech Startup
792,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Gurgaon,2 months,CodeCrafters
793,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Bhubaneswar,2 months,College Labs
794,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Goa,1 month,DesignStudios
795,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Bhubaneswar,1 month,WebSolutions
796,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Mumbai,5 weeks,College Labs
797,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Jaipur,6 months,FinLabs
798,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Pune,3 months,FinLabs
799,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Lucknow,1 month,WebSolutions
800,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Delhi,2 months,WebSolutions
801,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Bengaluru,6 months,WebSolutions
802,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Dehradun,1 month,Tech Startup
803,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Delhi,1 month,CodeCrafters
804,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Pune,3 months,DesignStudios
805,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Lucknow,2 months,WebSolutions
806,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Goa,5 weeks,MarketCo
807,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Chennai,1 month,Analytics Hub
808,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Bhubaneswar,5 weeks,College Labs
809,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Bengaluru,6 months,MarketCo
810,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Kolkata,5 weeks,Analytics Hub
811,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Chennai,4 months,College Labs
812,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Dehradun,2 months,WebSolutions
813,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Jaipur,6 months,College Labs
814,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Mumbai,4 months,MobileWorks
815,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Mumbai,1 month,Tech Startup
816,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Chennai,4 months,DataWorks
817,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Goa,4 months,MarketCo
818,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Dehradun,1 month,College Labs
819,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Kolkata,1 month,MobileWorks
820,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Jaipur,6 months,College Labs
821,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Dehradun,6 months,Tech Startup
822,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Goa,5 weeks,WebSolutions
823,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Dehradun,3 months,DesignStudios
824,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Pune,3 months,DataWorks
825,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Ahmedabad,1 month,DesignStudios
826,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Pune,4 months,Tech Startup
827,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Lucknow,2 months,DesignStudios
828,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Lucknow,2 months,WebSolutions
829,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Mumbai,5 weeks,Analytics Hub
830,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Chennai,5 weeks,Analytics Hub
831,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Jaipur,1 month,CodeCrafters
832,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Noida,6 months,DataWorks
833,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Gurgaon,5 weeks,CodeCrafters
834,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Noida,6 months,Analytics Hub
835,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Delhi,6 months,WebSolutions
836,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Ahmedabad,6 months,FinLabs
837,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Jaipur,4 months,WebSolutions
838,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Chennai,5 weeks,College Labs
839,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Gurgaon,4 months,WebSolutions
840,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Delhi,5 weeks,Analytics Hub
841,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Kolkata,5 weeks,College Labs
842,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Ahmedabad,2 months,DataWorks
843,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Bengaluru,6 months,Analytics Hub
844,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Chennai,4 months,College Labs
845,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Lucknow,6 months,FinLabs
846,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Mumbai,1 month,WebSolutions
847,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Kolkata,4 months,CodeCrafters
848,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Bhubaneswar,6 months,WebSolutions
849,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Kolkata,1 month,CodeCrafters
850,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Ahmedabad,2 months,MobileWorks
851,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Lucknow,4 months,CodeCrafters
852,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Dehradun,1 month,Tech Startup
853,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Gurgaon,2 months,MarketCo
854,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Dehradun,2 months,FinLabs
855,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Dehradun,6 months,DesignStudios
856,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Hyderabad,2 months,Tech Startup
857,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Kolkata,2 months,Analytics Hub
858,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Lucknow,6 months,College Labs
859,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Jaipur,4 months,College Labs
860,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Lucknow,2 months,MarketCo
861,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Jaipur,2 months,MarketCo
862,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Ahmedabad,2 months,Tech Startup
863,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Pune,5 weeks,CodeCrafters
864,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Chennai,1 month,MobileWorks
865,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Delhi,2 months,MobileWorks
866,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Dehradun,4 months,CodeCrafters
867,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Gurgaon,3 months,CodeCrafters
868,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Hyderabad,2 months,Tech Startup
869,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Chennai,2 months,DataWorks
870,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Lucknow,6 months,WebSolutions
871,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Hyderabad,3 months,DesignStudios
872,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Noida,2 months,MobileWorks
873,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Mumbai,6 months,WebSolutions
874,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Jaipur,2 months,Tech Startup
875,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Hyderabad,3 months,CodeCrafters
876,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Pune,1 month,College Labs
877,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Lucknow,1 month,Analytics Hub
878,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Dehradun,1 month,MobileWorks
879,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Mumbai,3 months,Tech Startup
880,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Bhubaneswar,5 weeks,Analytics Hub
881,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Delhi,4 months,CodeCrafters
882,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Dehradun,2 months,MobileWorks
883,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Bengaluru,5 weeks,College Labs
884,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Mumbai,6 months,Tech Startup
885,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Delhi,3 months,FinLabs
886,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Gurgaon,6 months,MarketCo
887,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Pune,6 months,Analytics Hub
888,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Bengaluru,4 months,FinLabs
889,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Dehradun,3 months,Analytics Hub
890,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Delhi,6 months,Analytics Hub
891,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Delhi,3 months,MobileWorks
892,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Lucknow,6 months,CodeCrafters
893,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Bhubaneswar,6 months,College Labs
894,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Jaipur,6 months,DataWorks
895,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Dehradun,6 months,FinLabs
896,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Jaipur,4 months,CodeCrafters
897,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Bengaluru,3 months,WebSolutions
898,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Delhi,2 months,Analytics Hub
899,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Bhubaneswar,4 months,Analytics Hub
900,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Ahmedabad,5 weeks,College Labs
901,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Bhubaneswar,6 months,MobileWorks
902,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Pune,2 months,DataWorks
903,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Bengaluru,3 months,Analytics Hub
904,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Kolkata,2 months,DataWorks
905,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Delhi,1 month,WebSolutions
906,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Gurgaon,2 months,CodeCrafters
907,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Bengaluru,4 months,FinLabs
908,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Noida,5 weeks,Analytics Hub
909,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Jaipur,1 month,MobileWorks
910,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Dehradun,3 months,MobileWorks
911,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Mumbai,6 months,Analytics Hub
912,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Chennai,5 weeks,Tech Startup
913,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Hyderabad,6 months,FinLabs
914,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Mumbai,4 months,CodeCrafters
915,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Jaipur,4 months,DesignStudios
916,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Bengaluru,6 months,DataWorks
917,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Gurgaon,4 months,WebSolutions
